quote|author|category
A young bride is like a plucked flower but a guilty wife is like a flower that had been walked over.|Honore de Balzac|['wedding']
AIDS is not just God's punishment for homosexuals it is God's punishment for the society that tolerates homosexuals.|Jerry Falwell|['society']
Ability is the art of getting credit for all the home runs somebody else hits.|Casey Stengel|['art', 'home']
Ability is what you're capable of doing. Motivation determines what you do. Attitude determines how well you do it.|Raymond Chandler|['attitude', 'attitude']
About 20 per cent of the population believe themselves to have a food allergy and only about five per cent actually do.|John Warner|['food']
About astrology and palmistry: they are good because they make people vivid and full of possibilities. They are communism at its best. Everybody has a birthday and almost everybody has a palm.|Kurt Vonnegut|['best', 'birthday', 'good']
About morals, I know only that what is moral is what you feel good after and what is immoral is what you feel bad after.|Ernest Hemingway|['good']
About the most originality that any writer can hope to achieve honestly is to steal with good judgment.|Josh Billings|['hope']
About the only problem with success is that it does not teach you how to deal with failure.|Tommy Lasorda|['failure', 'success']
About the time we can make the ends meet, somebody moves the ends.|Herbert Hoover|['business', 'time']
Above all we should not forget that government is an evil, a usurpation upon the private judgement and individual conscience of mankind.|William Godwin|['government']
Above all, I would teach him to tell the truth Truth-telling, I have found, is the key to responsible citizenship. The thousands of criminals I have seen in 40 years of law enforcement have had one thing in common: Every single one was a liar.|J. Edgar Hoover|['truth']
Above all, it is not decency or goodness of gentleness that impresses the Middle East, but strength.|Meir Kahane|['strength']
Above our life we love a steadfast friend.|Christopher Marlowe|['life', 'love']
Absence - that common cure of love.|Lord Byron|['love']
Absence and death are the same - only that in death there is no suffering.|Theodore Roosevelt|['death']
Absence from those we love is self from self - a deadly banishment.|William Shakespeare|['love']
Absence from whom we love is worse than death, and frustrates hope severer than despair.|William Cowper|['death', 'hope']
Absences are a good influence in love and keep it bright and delicate.|Robert Louis Stevenson|['good', 'love']
Absolute identity with one's cause is the first and great condition of successful leadership.|Woodrow Wilson|['leadership']
Absolute silence leads to sadness. It is the image of death.|Jean-Jacques Rousseau|['death']
Absolute truth belongs to Thee alone.|Gotthold Ephraim Lessing|['alone']
Absolutely the worst thing about this job is the travel and being away from family. I have a wife and three wonderful children, the kids are all active in sports and it's very difficult to up and leave and miss them growing up.|Roy Clark|['sports', 'travel']
Abstention means you stayed at home or went to the beach. By casting a blank vote, you're saying you have a political conscience but you don't agree with any of the existing parties.|Jose Saramago|['home']
Abstract art: a product of the untalented sold by the unprincipled to the utterly bewildered.|Al Capp|['art']
Abuse of words has been the great instrument of sophistry and chicanery, of party, faction, and division of society.|John Adams|['great', 'society']
Abused patience turns to fury.|Thomas Fuller|['patience']
Accept business only at a price permitting thoroughness. Then do a thorough job, regardless of cost to us.|Arthur C. Nielsen|['business']
Accept that all of us can be hurt, that all of us can and surely will at times fail. Other vulnerabilities, like being embarrassed or risking love, can be terrifying, too. I think we should follow a simple rule: if we can take the worst, take the risk.|Joyce Brothers|['love']
Accept the things to which fate binds you, and love the people with whom fate brings you together, but do so with all your heart.|Marcus Aurelius|['love']
Acceptance is not love. You love a person because he or she has lovable traits, but you accept everybody just because they're alive and human.|Albert Ellis|['love']
Accident counts for as much in companionship as in marriage.|Henry Adams|['marriage']
According to Richard Clarke, the former White House counterterrorism chief, Bush was so obsessed with Iraq that he failed to take action against Osama Bin Laden despite repeated warnings from his intelligence experts.|Ferdinand Mount|['intelligence']
According to an ancient Sardinian legend, the bodies of those who are born on Christmas Eve will never dissolve into dust but are preserved until the end of time.|Grazia Deledda|['christmas']
According to the Jain view, soul is that element which knows, thinks and feels. It is in fact the divine element in the living being. The Jain thinks that the phenomena of knowledge, feeling, thinking and willing are conditioned on something, and that that something must be as real as anything can be.|Virchand Gandhi|['knowledge']
